frame1, frame2, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33
13,14,0.00599349,0.000694981,-0.00154119,0.999994,-0.00337781,0.000472291,0.00338029,0.99998,-0.00534849,-0.000454215,0.00535006,0.999986
14,15,0.00354914,-0.00832554,0.00413894,0.999993,0.001025,-0.00350729,-0.00100635,0.999985,0.00531438,0.00351269,-0.00531081,0.99998
15,16,0.00544786,0.000489977,0.00428031,0.999991,0.00146545,-0.00394324,-0.00147931,0.999993,-0.00351478,0.00393806,0.00352058,0.999986
16,17,0.000783697,0.00795375,-0.00280311,0.999992,-0.000198721,0.00409309,0.000221081,0.999985,-0.00546306,-0.00409195,0.00546392,0.999977
17,18,0.00184858,-0.00411555,-0.00188661,0.999993,-0.00277097,0.0024669,0.00276272,0.999991,0.00334486,-0.00247615,-0.00333802,0.999991
18,19,0.00564608,-0.00402329,0.00647228,0.999995,-0.00158093,-0.00275051,0.00158438,0.999998,0.00125198,0.00274852,-0.00125633,0.999995
19,20,0.00490141,2.65909e-05,-0.00059974,0.999996,0.0023205,-0.00178425,-0.00232776,0.999989,-0.00408035,0.00177476,0.00408448,0.99999
20,21,-0.000648768,0.000887079,-0.00247883,0.999984,0.00558325,0.000933107,-0.00558051,0.99998,-0.00291153,-0.000949345,0.00290628,0.999995
21,22,-0.00148693,-0.00237486,-0.00103131,1,8.19651e-05,2.82207e-05,-8.19684e-05,1,0.000118713,-2.8211e-05,-0.000118715,1
22,23,6.11068e-05,-0.000749824,-0.000221314,0.999999,-0.00107599,0.000929845,0.00107627,0.999999,-0.000298095,-0.000929524,0.000299096,1
23,24,0.00324826,-0.00354911,0.00325788,0.999999,-0.00106814,0.000384241,0.00106792,0.999999,0.000560969,-0.00038484,-0.000560559,1
24,25,-0.000358305,-0.00622882,-0.000179723,1,0.000792992,-0.000592037,-0.000793433,0.999999,-0.000744569,0.000591447,0.000745039,1
25,26,-0.00112787,-0.00032447,-0.00193706,0.999998,0.00113773,-0.00188912,-0.00114058,0.999998,-0.00151108,0.0018874,0.00151323,0.999997
26,27,0.000569001,-0.00114143,0.00314419,0.999998,-0.00177951,0.000131064,0.0017796,0.999998,-0.000753092,-0.000129724,0.000753325,1
27,28,-0.0013832,-1.41139e-05,-0.00283564,0.999987,-0.00501754,0.000887543,0.00501818,0.999987,-0.000709425,-0.000883972,0.000713869,0.999999
28,29,0.00688569,-3.99683e-05,0.00395497,0.999985,-0.00045191,-0.00543009,0.000457978,0.999999,0.0011163,0.00542958,-0.00111877,0.999985
29,30,0.00411639,-0.00329488,0.00712688,0.999992,0.00303482,-0.00275179,-0.00303906,0.999994,-0.00153562,0.00274711,0.00154397,0.999995
30,31,-0.000221264,0.00310064,-0.00586144,0.999998,0.00133992,-0.00119342,-0.0013429,0.999996,-0.00250118,0.00119006,0.00250278,0.999996
31,32,0.00491526,-0.0029109,0.00656547,0.999993,0.00135243,-0.00347226,-0.00134222,0.999995,0.00294152,0.00347622,-0.00293684,0.99999
32,33,0.0011577,-0.000731189,0.0018788,1,0.000350472,0.000561032,-0.000349204,0.999997,-0.00225807,-0.000561822,0.00225788,0.999997
33,34,-0.000163864,0.000789183,-0.000398621,1,0.000379959,-0.000551943,-0.000380741,0.999999,-0.00141737,0.000551404,0.00141758,0.999999
34,35,0.00193586,-0.00193563,0.00260466,0.999998,0.00104231,-0.00172292,-0.00103867,0.999997,0.00211521,0.00172512,-0.00211342,0.999996
35,36,0.00809539,-0.00319555,0.00995914,0.999991,0.003011,-0.00283464,-0.00300886,0.999995,0.000758111,0.00283691,-0.000749575,0.999996
36,37,1.46444e-05,-0.00282566,0.00297861,0.999999,-0.000153545,0.00147158,0.000155762,0.999999,-0.00150645,-0.00147134,0.00150668,0.999998
37,38,0.00235391,-0.000386244,-0.00103292,0.999984,0.000606146,-0.00567359,-0.000608094,1,-0.000341769,0.00567338,0.000345214,0.999984
38,39,0.00746355,0.00422593,0.00933959,0.999933,0.00924992,-0.00688917,-0.00927008,0.999953,-0.00290016,0.00686202,0.00296383,0.999972
39,40,0.000323143,-0.00212328,0.00326369,0.999988,0.00357784,0.00328575,-0.00357392,0.999993,-0.00119926,-0.00329002,0.0011875,0.999994
40,41,0.00200663,-0.00578358,-0.00140065,0.99998,-0.00627172,-3.55891e-05,0.0062718,0.999977,0.00272361,1.85066e-05,-0.00272378,0.999996
41,42,0.00839347,0.00557955,0.00431114,0.999985,0.000394298,-0.00543634,-0.000400605,0.999999,-0.00115904,0.00543588,0.0011612,0.999985
42,43,0.0103617,-0.00655292,0.014087,0.999982,0.00520978,-0.00307983,-0.00520961,0.999986,6.3925e-05,0.00308012,-4.78791e-05,0.999995
43,44,0.00122568,-0.00804122,0.000715044,0.999998,0.000188855,0.00207069,-0.000181831,0.999994,-0.00339178,-0.00207131,0.00339139,0.999992
44,45,0.00356027,-1.74914e-05,-0.0013105,0.999994,-0.00284914,-0.00191814,0.00284898,0.999996,-8.79558e-05,0.00191838,8.24906e-05,0.999998
45,46,0.0103242,-0.00397469,0.0139742,0.999996,-0.00100027,-0.00259261,0.000999781,0.999999,-0.000189927,0.0025928,0.000187334,0.999997
46,47,0.000873367,-0.0020505,0.00267317,0.999991,-0.00195644,0.0037596,0.00198275,0.999973,-0.00700906,-0.00374579,0.00701645,0.999968
47,48,-4.73478e-05,0.00291861,-0.00477412,0.999996,-0.00266499,0.00012394,0.00266546,0.999989,-0.00390138,-0.000113542,0.0039017,0.999992
48,49,0.00502424,0.00165961,0.00479637,0.999993,0.00194576,-0.00312596,-0.00194681,0.999998,-0.000332913,0.00312531,0.000338996,0.999995
49,50,0.00300292,-0.00155468,0.000575654,0.999999,0.00119677,0.000199824,-0.00119471,0.999949,-0.010012,-0.000211796,0.0100117,0.99995
50,51,0.0169982,-0.0134049,0.01403,0.99993,0.0084394,-0.0083485,-0.00840333,0.999955,0.00434583,0.00838481,-0.00427537,0.999956
51,52,-0.00404122,0.0108113,-0.0078259,0.999988,-0.00310771,0.00369292,0.00314198,0.999952,-0.00930946,-0.00366381,0.00932096,0.99995
52,53,0.00341695,0.00334527,-0.00236126,0.999995,-0.00157133,-0.00278904,0.00157755,0.999996,0.00222853,0.00278553,-0.00223292,0.999994
53,54,0.0122003,-0.00847618,0.00929514,0.999965,0.00432816,-0.00720664,-0.00428383,0.999972,0.00615606,0.00723308,-0.00612497,0.999955
54,55,0.0048265,-0.00868074,0.00405012,0.99999,0.00405732,-0.00181856,-0.0040596,0.999991,-0.00125497,0.00181345,0.00126234,0.999998
55,56,-0.00587601,0.0158737,-0.0125442,0.999996,0.000333202,0.00270503,-0.000308134,0.999957,-0.00926205,-0.002708,0.00926118,0.999953
56,57,0.00424613,0.00122363,-0.00041725,0.999996,0.0011255,-0.00267249,-0.00110665,0.999975,0.00704282,0.00268035,-0.00703983,0.999972
57,58,0.0140935,-0.0211868,0.012243,0.999982,-0.00167582,-0.00568343,0.00173191,0.99995,0.00987803,0.00566659,-0.0098877,0.999935
58,59,0.00193572,0.0111579,-0.0065591,1,0.000213266,-0.00045099,-0.000217793,0.999949,-0.0100631,0.000448821,0.0100632,0.999949
59,60,0.00566056,0.0033096,-0.003106,0.999979,0.00532206,-0.00376992,-0.00531729,0.999985,0.0012729,0.00377664,-0.00125282,0.999992
60,61,0.0107056,-0.0119851,0.00934154,0.999979,0.00374143,-0.0053044,-0.00371704,0.999983,0.0046012,0.00532152,-0.00458139,0.999975
61,62,0.00633126,0.0017314,-0.00222297,0.999994,0.00231817,-0.0023854,-0.00233234,0.99998,-0.00595657,0.00237154,0.0059621,0.999979
62,63,0.00350901,0.0115462,-0.00662702,0.999977,0.00589305,-0.00325841,-0.00590133,0.999979,-0.00253639,0.0032434,0.00255556,0.999991
63,64,0.0132882,-0.0150829,0.00843265,0.999942,0.00550572,-0.00924802,-0.00540462,0.999926,0.0109224,0.00930747,-0.0108718,0.999898
64,65,0.0156625,0.0071682,0.00305362,0.999893,0.0118333,-0.00856533,-0.0119265,0.999869,-0.0109164,0.00843504,0.0110174,0.999904
65,66,0.00697614,0.0050322,-0.00332057,0.999996,0.000918888,-0.00263484,-0.000912483,0.999997,0.00243123,0.00263706,-0.00242882,0.999994
66,67,0.0150888,-0.0117471,0.00846983,0.999972,0.000256095,-0.00747394,-0.00019079,0.999962,0.00873709,0.0074759,-0.00873542,0.999934
67,68,0.0106779,-0.000191003,0.00263829,0.999988,0.00283605,-0.00405289,-0.00284605,0.999993,-0.00246545,0.00404587,0.00247696,0.999989
68,69,0.00310487,0.00746869,-0.00615353,0.999998,0.00204157,-0.000620258,-0.00204312,0.999995,-0.00251172,0.000615127,0.00251298,0.999997
69,70,0.00897484,-0.00580034,0.0028962,0.99998,-8.72657e-05,-0.00626851,0.000130611,0.999976,0.00691473,0.00626776,-0.00691541,0.999956
70,71,0.0131824,-0.00367319,0.00680715,0.999967,0.00360271,-0.00730527,-0.00359574,0.999993,0.000965952,0.0073087,-0.000939653,0.999973
71,72,0.00660019,-0.00222713,0.00136798,0.999985,0.00473906,-0.00270105,-0.00474033,0.999989,-0.000461805,0.00269883,0.000474602,0.999996
72,73,0.00199967,-0.00159245,-0.000667099,0.999993,0.00101441,-0.00369079,-0.00101951,0.999999,-0.00137994,0.00368939,0.00138369,0.999992
73,74,0.011022,0.00307272,-0.000511434,0.999953,0.00477529,-0.00845122,-0.00478927,0.999987,-0.00163528,0.0084433,0.00167568,0.999963
74,75,0.0117018,-0.00306452,0.00666284,0.999941,0.00947542,-0.00524329,-0.0094706,0.999955,0.000943611,0.005252,-0.000893899,0.999986
75,76,0.00378114,-0.00287501,-0.000986446,0.999987,0.00501083,-0.000899103,-0.00501089,0.999987,-6.54298e-05,0.000898764,6.99343e-05,1
76,77,0.00842644,0.000238075,-0.000122418,0.999982,0.00398657,-0.00452152,-0.00398141,0.999991,0.00114931,0.00452607,-0.00113128,0.999989
77,78,0.0083755,-0.000825694,0.0045195,0.999991,0.00416058,-0.000995369,-0.00415915,0.99999,0.00143064,0.00100131,-0.00142649,0.999998
78,79,0.00289258,-0.00143161,0.000561589,0.999999,-0.000596447,0.0011745,0.000594618,0.999999,0.00155724,-0.00117543,-0.00155654,0.999998
79,80,0.0116576,-0.00237244,0.0079563,0.999973,0.00401754,-0.006159,-0.00402532,0.999991,-0.00125131,0.00615391,0.00127607,0.99998
80,81,0.00240181,0.00581142,-0.000499902,0.999996,0.00246906,0.00159573,-0.00245879,0.999976,-0.00640891,-0.00161152,0.00640496,0.999978
81,82,0.000811265,0.000853297,-0.00258259,0.999978,-0.00628539,0.00202139,0.006283,0.99998,0.00118316,-0.00202879,-0.00117043,0.999997
82,83,0.0107434,-0.00635773,0.00495312,0.999975,-0.00481925,-0.00524374,0.00484596,0.999975,0.00509248,0.00521907,-0.00511776,0.999973
83,84,0.0119325,-0.00483783,0.00853895,0.999991,0.00215897,-0.00367766,-0.0021605,0.999998,-0.000411438,0.00367676,0.000419379,0.999993
84,85,-0.00272057,0.00122414,-0.00479474,0.999984,-0.00384363,0.00404187,0.00385823,0.999986,-0.00361048,-0.00402794,0.00362602,0.999985
85,86,0.00290972,0.00254176,-0.00222614,0.999963,-0.00829842,-0.00241327,0.00829961,0.999965,0.000485083,0.00240916,-0.000505094,0.999997
86,87,0.0119999,-0.000830473,0.00708003,0.999985,-0.00337048,-0.00431338,0.00337836,0.999993,0.00182202,0.00430721,-0.00183656,0.999989
87,88,0.00507199,-0.00580983,0.00525155,0.999997,-0.00150582,0.00185301,0.00150684,0.999999,-0.000547446,-0.00185218,0.000550237,0.999998
88,89,-0.00479888,0.0134578,-0.00839454,0.99999,-0.00342175,0.00300509,0.00344452,0.999965,-0.00760447,-0.00297896,0.00761475,0.999967
89,90,0.00808532,0.00125508,0.00223759,0.999988,-0.00206051,-0.00435795,0.00208253,0.999985,0.00505356,0.00434747,-0.00506258,0.999978
90,91,0.0120794,-0.0152004,0.0119864,0.999987,0.000201038,-0.00514615,-0.000161741,0.999971,0.00763542,0.00514754,-0.00763449,0.999958
91,92,0.00714698,-0.00270035,0.00331713,0.999995,-0.000585252,-0.00314008,0.000568332,0.999985,-0.00538668,0.00314318,0.00538486,0.999981
92,93,0.00146364,0.0166573,-0.00682308,0.999999,-0.0010534,2.42472e-05,0.00105356,0.999968,-0.00795576,-1.58658e-05,0.00795578,0.999968
93,94,0.00736901,-0.0115211,0.00686639,0.99999,-0.00398227,-0.00180829,0.00399941,0.999946,0.00957216,0.00177008,-0.00957931,0.999953
94,95,0.00893088,-0.0160669,0.00919401,0.999979,-0.00527733,-0.00384862,0.00528894,0.999981,0.0030125,0.00383265,-0.00303279,0.999988
95,96,0.00378504,0.0134587,-0.00227886,0.999995,0.00134251,-0.00271619,-0.00137188,0.99994,-0.0108397,0.00270148,0.0108433,0.999938
96,97,0.00660472,-0.0019981,0.00163198,0.999988,0.00243984,-0.00431513,-0.00243105,0.999995,0.00204044,0.00432009,-0.00202993,0.999989
97,98,0.00575085,-0.00512077,0.00528948,0.99999,-0.00162533,-0.00427796,0.00163698,0.999995,0.00272221,0.00427351,-0.00272918,0.999987
98,99,0.0128031,-0.000465856,0.0056402,0.999984,0.000796331,-0.00568276,-0.000802317,0.999999,-0.00105127,0.00568192,0.00105581,0.999983
99,100,0.00674656,0.00600954,-0.0010754,0.999999,0.00163438,-0.000440327,-0.00163535,0.999996,-0.00220167,0.000436727,0.00220238,0.999997
100,101,0.00616873,-0.00932756,0.00480625,0.999991,0.000614522,-0.0043054,-0.000582613,0.999972,0.0074087,0.00430983,-0.00740613,0.999963
101,102,0.0139795,-0.0039517,0.0103869,0.999961,0.00368267,-0.00797132,-0.00367732,0.999993,0.000685773,0.00797379,-0.000656434,0.999968
102,103,0.00750262,0.00412508,0.00401725,0.999978,0.00669316,-0.000436793,-0.00669425,0.999974,-0.00254782,0.000419729,0.00255069,0.999997
103,104,0.00984362,-0.012135,0.00866357,0.99999,0.0025076,-0.00360994,-0.00248944,0.999984,0.00502615,0.00362248,-0.00501711,0.999981
104,105,0.0116916,-0.00315725,0.00750247,0.999994,-2.61671e-05,-0.00360424,1.33931e-05,0.999994,-0.00354415,0.00360431,0.00354408,0.999987
105,106,0.0090529,0.00312702,0.00116761,1,-8.75621e-05,-0.000229229,8.66089e-05,0.999991,-0.00415528,0.000229591,0.00415526,0.999991
106,107,0.0125485,-0.0126151,0.0102585,0.999992,0.00150974,-0.00363122,-0.00150112,0.999996,0.00237542,0.00363479,-0.00236995,0.999991
107,108,0.00906102,-0.00164275,0.00405234,0.999993,0.00189884,-0.00331626,-0.00192683,0.999962,-0.00845824,0.00330008,0.00846457,0.999959
108,109,0.00946789,0.00893499,0.000496428,0.999981,0.00517586,-0.00321928,-0.00519785,0.999963,-0.00686032,0.00318365,0.00687693,0.999971
109,110,0.0116037,-0.0124615,0.0112233,0.999994,0.0025195,-0.00247458,-0.00250918,0.999988,0.00416616,0.00248505,-0.00415992,0.999988
110,111,0.0110631,-0.000696659,0.00372628,0.999999,-6.36446e-05,-0.00148237,5.70554e-05,0.99999,-0.00444463,0.00148264,0.00444454,0.999989
111,112,0.0108849,0.00101134,0.00465848,0.999996,0.00178712,-0.00219714,-0.00179167,0.999996,-0.00207182,0.00219343,0.00207574,0.999995
112,113,0.0124872,-0.00774935,0.00697126,0.99999,0.00319121,-0.00321404,-0.00318491,0.999993,0.0019646,0.00322028,-0.00195434,0.999993
113,114,0.011228,-0.00316051,0.00797459,0.999998,0.000920176,-0.00147351,-0.000923713,0.999997,-0.00240131,0.0014713,0.00240267,0.999996
114,115,0.00650221,0.0026717,0.00113265,0.999992,-0.00363483,0.00155879,0.0036396,0.999989,-0.00306758,-0.00154762,0.00307323,0.999994
115,116,0.0111716,0.000362219,0.00370703,0.999996,-0.00199896,-0.00204752,0.00200253,0.999996,0.00174254,0.00204403,-0.00174664,0.999996
116,117,0.013072,-0.0131183,0.00961955,0.99999,0.00212838,-0.00401193,-0.00210787,0.999985,0.00511027,0.00402275,-0.00510176,0.999979
117,118,0.0103979,-0.00493157,0.00683377,0.999987,0.00421778,-0.00278755,-0.00423108,0.99998,-0.0047818,0.00276733,0.00479353,0.999985
118,119,0.00506695,0.0137034,-0.0013449,0.999997,0.00101781,0.00224819,-0.000996978,0.999957,-0.00924713,-0.0022575,0.00924486,0.999955
119,120,0.00871905,-0.00328172,0.00493141,0.999991,-0.00392411,0.00131237,0.00391825,0.999982,0.00443824,-0.00132976,-0.00443306,0.999989
120,121,0.0134525,-0.0188705,0.0118266,0.999982,-0.00584676,-0.000970386,0.00585258,0.999964,0.00610675,0.000934646,-0.00611232,0.999981
121,122,0.00679448,0.00615984,0.00106878,0.999998,-0.00153289,0.00137398,0.00154562,0.999955,-0.00930851,-0.00135965,0.00931061,0.999956
122,123,0.00665554,-0.00229625,0.00239141,0.999997,0.00236468,0.000344894,-0.00236425,0.999996,-0.00124245,-0.000347831,0.00124163,0.999999
123,124,0.00441578,-0.00607661,0.00381256,0.999994,-0.00346744,0.000277776,0.00346784,0.999993,-0.00145122,-0.000272742,0.00145217,0.999999
124,125,0.00493885,0.00931581,-0.000916067,0.999993,-0.00366368,-0.00105237,0.0036575,0.999976,-0.00581086,0.00107363,0.00580697,0.999983
125,126,0.0115247,-0.00629535,0.00404689,0.999996,0.00114326,-0.00238803,-0.00113436,0.999992,0.0037222,0.00239226,-0.00371948,0.99999
126,127,0.00738116,-0.00048384,0.00197315,0.999998,0.00194649,-0.000410355,-0.00194767,0.999994,-0.00288172,0.000404743,0.00288251,0.999996
127,128,0.00284011,0.0132828,-0.00288759,0.999999,-2.50401e-06,0.00104444,8.07499e-06,0.999986,-0.00533395,-0.00104441,0.00533396,0.999985
128,129,0.00525643,-0.00701581,0.00196683,0.999998,-0.00184704,0.000157669,0.0018459,0.999974,0.00696424,-0.000170529,-0.00696394,0.999976
129,130,0.00862645,-0.00602295,0.00199404,0.999993,-0.00258507,-0.00256136,0.00258963,0.999995,0.00177914,0.00255675,-0.00178577,0.999995
130,131,0.00687204,0.0104433,-0.00169277,0.999989,0.00352021,-0.0031751,-0.0035355,0.999982,-0.00482314,0.00315807,0.00483431,0.999983
131,132,0.00437803,0.00241424,-0.000554298,0.999995,0.00306139,-0.000162395,-0.00306095,0.999992,0.00264048,0.000170477,-0.00263997,0.999997
132,133,0.00596916,-0.00139462,-0.000136081,0.999999,-0.000143201,-0.00133415,0.000147537,0.999995,0.00325008,0.00133368,-0.00325027,0.999994
133,134,0.00645262,0.00248186,-0.000683761,0.999998,0.00082373,-0.00171507,-0.000820492,0.999998,0.00188748,0.00171662,-0.00188607,0.999997
134,135,0.00829566,-0.00516802,0.0011242,0.999993,0.0030079,-0.00204546,-0.00299657,0.99998,0.00552074,0.00206203,-0.00551458,0.999983
135,136,0.00742112,-0.00377981,0.00185089,0.999992,0.00371856,-0.00138133,-0.00371665,0.999992,0.00138777,0.00138648,-0.00138263,0.999998
136,137,0.00295682,0.00574263,-0.00240433,0.999999,0.00131414,0.00101849,-0.0013112,0.999995,-0.00288638,-0.00102228,0.00288504,0.999995
137,138,0.00704672,0.00117881,-0.00255299,0.999998,-0.0016863,-0.00140679,0.00168868,0.999997,0.00168857,0.00140394,-0.00169094,0.999998
138,139,0.00849585,-0.00703911,0.0014626,0.999997,3.83779e-05,-0.00248977,-2.56368e-05,0.999987,0.00511725,0.00248993,-0.00511717,0.999984
139,140,0.0139464,-0.00836382,0.00472641,0.99999,0.00184904,-0.0039806,-0.00184688,0.999998,0.000545935,0.0039816,-0.000538578,0.999992
140,141,-0.000298127,0.0116636,-0.00605649,0.999989,0.000620868,0.00460588,-0.000578139,0.999957,-0.00927253,-0.00461144,0.00926977,0.999946
141,142,0.00511228,0.00486762,-0.00526291,0.999998,-0.00191832,-0.000713412,0.00191922,0.999997,0.00126514,0.000710983,-0.00126651,0.999999
142,143,0.0170453,-0.0154679,0.00902549,0.999984,-0.000433849,-0.00564259,0.000472785,0.999976,0.00690097,0.00563946,-0.00690353,0.99996
143,144,0.00574778,0.0198383,-0.00841439,0.99999,0.00447365,0.000618282,-0.0044633,0.999865,-0.0158211,-0.000688976,0.0158182,0.999875
144,145,0.00965421,-0.0163034,0.00450369,0.999994,-0.000660518,-0.00344324,0.000698432,0.999939,0.0110216,0.00343575,-0.0110239,0.999933
145,146,0.0163762,-0.00917308,0.00601255,0.999975,0.00214306,-0.00675826,-0.00214731,0.999998,-0.000622468,0.00675691,0.000636964,0.999977
146,147,0.00703351,0.00470833,-0.000798904,0.999984,0.00566614,-0.000147523,-0.00566716,0.999951,-0.0081729,0.000101207,0.00817361,0.999967
147,148,-0.00130701,0.00664443,-0.00597238,0.999995,-0.00225852,0.00201396,0.00226628,0.99999,-0.00385797,-0.00200523,0.00386252,0.999991
148,149,0.0297927,-0.00652156,0.00806351,0.999961,-0.00183033,-0.00865809,0.00188927,0.999975,0.00680415,0.00864542,-0.00682024,0.999939
149,150,0.00347749,0.00205821,-0.0046748,0.999997,0.00243187,-0.000795024,-0.00243521,0.999988,-0.00422475,0.000784741,0.00422667,0.999991
150,151,0.00831027,0.00973385,-0.00129318,0.999983,0.00363085,-0.00460883,-0.00364211,0.99999,-0.00243778,0.00459993,0.00245453,0.999986
151,152,0.00959438,-0.0084002,0.00334252,0.999993,0.00150291,-0.00334416,-0.00148041,0.999976,0.00672126,0.00335418,-0.00671626,0.999972
152,153,0.00957208,-0.00837596,0.00302891,0.999987,0.00211302,-0.00474092,-0.00210074,0.999994,0.00259294,0.00474638,-0.00258294,0.999985
153,154,0.0137166,-0.000147802,0.0035325,0.999963,0.00611394,-0.00611114,-0.0061361,0.999975,-0.00361353,0.0060889,0.00365089,0.999975
154,155,0.00306351,0.00430939,-0.00013689,0.999992,0.00406024,0.000599184,-0.00405745,0.999981,-0.00457809,-0.000617761,0.00457563,0.999989
155,156,0.00465235,0.00106377,0.000107049,0.999999,-0.000931583,-0.00109586,0.000931752,1,0.000153681,0.00109572,-0.000154702,0.999999
156,157,0.0144741,-0.00475198,0.00500545,0.99999,-0.000460266,-0.00449721,0.000465817,0.999999,0.00123343,0.00449664,-0.00123551,0.999989
157,158,0.00735884,-0.00513783,0.00268482,0.999998,0.00146024,-0.00149686,-0.00146362,0.999996,-0.00225673,0.00149356,0.00225891,0.999996
158,159,0.00574416,0.00656343,-0.00159383,0.999993,0.00194796,-0.00332161,-0.00196637,0.999983,-0.00554701,0.00331075,0.00555351,0.999979
159,160,0.00897243,0.000306047,0.000516935,0.999992,0.000610483,-0.00390648,-0.00060802,1,0.00063157,0.00390686,-0.00062919,0.999992
160,161,0.0090105,-0.000233315,0.00157609,0.999992,0.00343793,-0.00205331,-0.00343802,0.999994,-3.91337e-05,0.00205316,4.61927e-05,0.999998
161,162,0.00761106,0.00070853,-0.00024203,0.999979,0.00631587,-0.00139852,-0.00631478,0.99998,0.000779485,0.00140341,-0.000770637,0.999999
162,163,0.00592893,-0.0089545,0.00189521,0.999997,0.00229789,-0.000993832,-0.00229454,0.999992,0.00335876,0.00100154,-0.00335647,0.999994
163,164,0.0120183,0.00472002,0.000478335,0.999998,-0.000927571,-0.00151096,0.000922149,0.999993,-0.00358485,0.00151428,0.00358345,0.999992
164,165,0.0033158,-0.00332594,-0.00028857,0.999989,-0.00159956,0.00431794,0.00158939,0.999996,0.00235805,-0.00432169,-0.00235116,0.999988
165,166,0.00358382,-0.00713576,0.000620245,0.999999,-0.000771451,-0.000726649,0.000772888,0.999998,0.00197946,0.00072512,-0.00198003,0.999998
166,167,0.0124329,-0.000374643,0.00462618,0.999977,0.00317833,-0.00593572,-0.0031959,0.999991,-0.00295397,0.00592627,0.00297287,0.999978
167,168,0.00412115,-0.00568252,0.00257086,0.999997,0.00198629,0.00131625,-0.00198188,0.999992,-0.00334894,-0.0013229,0.00334632,0.999994
168,169,-0.00176175,0.0110668,-0.00490765,0.999978,-0.00610249,0.00243843,0.00612345,0.999944,-0.008682,-0.00238531,0.00869675,0.999959
169,170,0.00878076,0.00339064,0.000435428,0.999987,-0.00422065,-0.00281628,0.00422704,0.999988,0.00226749,0.00280668,-0.00227936,0.999993
170,171,0.0101681,-0.0176776,0.00769821,0.999996,-0.00124702,-0.00259334,0.00126703,0.999969,0.0077291,0.00258362,-0.00773235,0.999967
171,172,0.00357003,0.00220891,0.000924144,0.999999,-0.00114736,0.000193154,0.00114899,0.999962,-0.00863281,-0.000183241,0.00863303,0.999963
172,173,-0.00220863,0.0140744,-0.00544937,0.999991,-0.0037356,0.00215753,0.00374799,0.999976,-0.00576735,-0.00213594,0.00577538,0.999981
173,174,0.00895647,-0.013293,0.00467946,0.999987,-0.00374041,-0.00334404,0.00377056,0.999952,0.0090561,0.00331001,-0.0090686,0.999953
174,175,0.00693575,-0.00125738,0.00429887,1,-0.000103944,-0.000170042,0.000103243,0.999992,-0.00411842,0.000170469,0.0041184,0.999992
175,176,0.000167812,0.0117679,-0.00365102,0.999997,-0.000479652,0.00233711,0.000496001,0.999975,-0.00699996,-0.00233369,0.0070011,0.999973
176,177,0.00546234,-0.000576008,6.31941e-05,0.999995,0.0010076,-0.00297239,-0.000993716,0.999989,0.00466917,0.00297706,-0.00466619,0.999985
177,178,0.0113504,-0.0139554,0.00705837,0.999982,0.00330395,-0.00507625,-0.00326709,0.999968,0.00725386,0.00510006,-0.00723715,0.999961
178,179,0.00248347,-0.00100207,0.00293816,0.999998,0.00190227,0.000109362,-0.00190166,0.999984,-0.00535424,-0.000119545,0.00535403,0.999986
179,180,0.00466964,0.0174076,-0.00335537,0.999998,0.000699877,-0.0020165,-0.000715756,0.999969,-0.00788479,0.00201092,0.00788621,0.999967
