frame1, frame2, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33
21,22,0.0176689,-0.00398747,-0.000109414,0.999843,-0.000477405,-0.0176986,0.000515831,0.999998,0.00216664,0.0176975,-0.00217543,0.999841
22,23,8.82666e-05,0.00479794,0.00415363,0.999972,0.00695642,-0.00282445,-0.00698051,0.999939,-0.00861087,0.00276438,0.00863035,0.999959
23,24,0.00428106,0.00446511,0.00225636,0.999984,0.0031358,0.0046128,-0.00311197,0.999982,-0.00516481,-0.00462891,0.00515038,0.999976
24,25,0.00970756,-0.00353328,0.00281025,0.99999,0.00105826,-0.00444408,-0.00104051,0.999991,0.00399504,0.00444827,-0.00399037,0.999982
25,26,-0.00138148,-0.000287576,0.00240161,0.999996,0.00102754,0.00280946,-0.00102588,0.999999,-0.000592385,-0.00281006,0.000589501,0.999996
26,27,0.00523622,0.00143,0.00256821,0.999997,-0.00200947,0.00152817,0.00201301,0.999995,-0.00231532,-0.00152351,0.00231838,0.999996
27,28,0.0129751,0.00204302,1.2674e-05,0.999995,-0.00102948,-0.00309251,0.00102728,0.999999,-0.000713447,0.00309324,0.000710266,0.999995
28,29,0.0110502,-0.000444998,0.00076706,0.99999,-0.000311353,-0.00434841,0.000317043,0.999999,0.0013078,0.004348,-0.00130917,0.99999
29,30,0.00541951,-0.00168555,0.00187359,0.999999,0.000819043,0.00109477,-0.000819447,1,0.000368816,-0.00109447,-0.000369713,0.999999
30,31,0.0123631,-0.00270379,0.000865944,0.999979,0.00319439,-0.00565396,-0.00319813,0.999995,-0.000652061,0.00565185,0.000670129,0.999984
31,32,0.00758603,-0.00223185,0.00105139,0.999956,0.00635045,-0.0069104,-0.00635501,0.99998,-0.000637219,0.00690622,0.000681107,0.999976
32,33,0.00177113,0.000290019,0.000310919,0.999975,0.00703199,-0.000726037,-0.00703518,0.999965,-0.00448952,0.000694441,0.00449452,0.99999
33,34,0,0,0,1,0,0,0,1,0,0,0,1
34,35,0.0102952,-0.00860498,0.000611819,0.999988,-0.00140822,-0.00473527,0.00144499,0.999969,0.00777244,0.00472417,-0.00777918,0.999959
35,36,-0.0543441,0.0504154,0.0801693,0.999408,-0.0133559,0.031705,0.0146074,0.99911,-0.0395742,-0.0311483,0.0400139,0.998714
36,37,0.00435001,0.00402673,-0.00162576,0.999992,0.000743147,-0.00397895,-0.000761226,0.999989,-0.00454407,0.00397553,0.00454706,0.999982
37,38,0.00241661,0.000754927,-0.00103577,0.999979,0.00475885,0.00432019,-0.00475711,0.999989,-0.000411805,-0.0043221,0.000391245,0.999991
38,39,0.00849906,-0.0057619,0.00407514,0.999956,0.000276955,-0.00941003,-0.000238416,0.999992,0.00409646,0.00941108,-0.00409404,0.999947
39,40,0.000576794,-0.00142505,-0.00198127,0.999968,-0.00168028,-0.00787332,0.00166607,0.999997,-0.00181025,0.00787634,0.00179707,0.999967
40,41,-0.0179751,0.0159609,0.00591756,0.999898,0.00327494,0.0139029,-0.0030926,0.999909,-0.0131164,-0.0139446,0.0130721,0.999817
41,42,0.00527747,-0.00133934,-0.000852334,0.999991,0.00353684,0.00251601,-0.0035406,0.999993,0.0014927,-0.00251071,-0.00150159,0.999996
42,43,0.017558,-0.00149859,0.00212591,0.999859,-0.00147968,-0.0167328,0.00151972,0.999996,0.00238074,0.0167292,-0.00240583,0.999857
43,44,-0.00493073,0.004604,0.00101647,0.999985,-8.21905e-05,-0.00543126,6.83194e-05,0.999997,-0.00255406,0.00543145,0.00255365,0.999982
44,45,-0.00632893,0.00415268,0.0016289,0.999992,0.0026328,0.00312564,-0.00261864,0.999986,-0.00452575,-0.00313751,0.00451753,0.999985
45,46,0.000247535,0.00630849,0.000587196,0.999979,0.003863,0.00516005,-0.00384864,0.999989,-0.00278967,-0.00517076,0.00276976,0.999983
46,47,0.0132934,-0.0086681,-0.00377035,0.99994,0.00288571,-0.0105449,-0.00279137,0.999956,0.00895024,0.0105703,-0.00892027,0.999904
47,48,-0.00235293,0.00466786,-0.000201071,0.999987,0.00421763,-0.00284468,-0.00422766,0.999985,-0.00352745,0.00282976,0.00353943,0.99999
48,49,0.00657732,0.00426285,-0.00296047,0.999984,0.00429232,-0.0037525,-0.00429482,0.999991,-0.000656826,0.00374965,0.000672932,0.999993
49,50,0.00427189,0.00105628,-0.00256978,0.999995,0.00300031,-0.000218178,-0.00299922,0.999984,0.0048284,0.000232661,-0.00482773,0.999988
50,51,0.00315691,-0.00295678,-0.000176919,0.999986,-0.00097182,-0.00519424,0.00101537,0.999964,0.00838844,0.0051859,-0.0083936,0.999951
51,52,-0.0021278,9.02969e-05,0.00108654,0.999996,-0.000241554,-0.00281966,0.000243821,1,0.000803678,0.00281946,-0.000804363,0.999996
52,53,0.00284207,0.00591793,-0.00137941,0.999977,0.00656112,-0.00189365,-0.0065736,0.999956,-0.00665957,0.00184987,0.00667187,0.999976
53,54,0.00343026,0.0024416,-0.000370866,0.999953,0.00963735,0.00108398,-0.00963587,0.999953,-0.00137067,-0.00109713,0.00136016,0.999998
54,55,0.00506325,-0.00601148,-0.00207926,0.999981,0.00548874,-0.00290686,-0.00547831,0.999979,0.00358184,0.00292646,-0.00356585,0.999989
55,56,-0.000814251,-0.00116153,-0.000767016,0.999999,0.000910151,-0.00141374,-0.00091264,0.999998,-0.00176051,0.00141214,0.00176179,0.999997
56,57,0.00904646,0.00311173,-0.00316087,0.999978,0.00248789,-0.00607672,-0.00250488,0.999993,-0.0027909,0.00606973,0.00280606,0.999978
57,58,0.00459004,0.00136195,-0.000150025,0.999989,0.00474268,8.08455e-05,-0.00474264,0.999989,-0.000459668,-8.30246e-05,0.00045928,1
58,59,0.00572009,-0.00462203,-0.000276416,0.999993,0.00298588,-0.00204477,-0.00298123,0.999993,0.00227353,0.00205154,-0.00226742,0.999995
59,60,0.0117762,-0.00723528,-0.00334232,0.999955,-0.000632071,-0.00943638,0.000657964,0.999996,0.00274114,0.00943461,-0.00274723,0.999952
60,61,0.00529254,0.00801216,-0.000231342,0.999975,0.00136498,-0.00697825,-0.00141016,0.999978,-0.00647279,0.00696926,0.00648247,0.999955
61,62,-0.00394516,0.00348669,0.00286395,0.999985,0.000282975,0.00550201,-0.00027277,0.999998,-0.00185551,-0.00550253,0.00185398,0.999983
62,63,0.0108266,-0.00444359,-0.0023614,0.999986,-0.000220741,-0.00527147,0.00022353,1,0.00052846,0.00527135,-0.000529631,0.999986
63,64,0.0130378,-0.00114668,-0.00343834,0.999923,-0.00132169,-0.0123641,0.00134112,0.999998,0.00156298,0.012362,-0.00157944,0.999922
64,65,-0.000875713,0.00495119,0.00034788,0.999999,0.00112553,9.99827e-05,-0.0011252,0.999994,-0.00329128,-0.000103687,0.00329117,0.999995
65,66,-0.00542874,0.00590394,0.00493971,0.999957,0.00251408,0.00890167,-0.002466,0.999982,-0.00540772,-0.0089151,0.00538553,0.999946
66,67,0.009136,-0.00288426,-0.00203444,0.999986,0.00411149,-0.0032108,-0.00410463,0.999989,0.00214263,0.00321957,-0.00212942,0.999993
67,68,0.00916204,-0.00110317,-0.00334955,0.999939,0.00122708,-0.0110062,-0.00120254,0.999997,0.00223653,0.011009,-0.00222316,0.999937
68,69,-0.00785771,0.00926646,0.00438105,0.999986,-0.000498084,0.00522564,0.000511956,0.999996,-0.00265366,-0.0052243,0.0026563,0.999983
69,70,0.00476543,-0.00470724,-0.00219107,0.999999,0.00124943,2.65844e-05,-0.00124951,0.999994,0.00310775,-2.27013e-05,-0.00310778,0.999995
70,71,0.00346697,0.00644544,0.000218762,0.999989,0.00466516,-0.00103335,-0.0046746,0.999946,-0.00932737,0.000989783,0.00933209,0.999956
71,72,0.00692643,0.00289748,-0.00348818,0.999988,0.00216645,-0.00431852,-0.00216452,0.999998,0.000451472,0.00431949,-0.00044212,0.999991
72,73,0.00465474,-0.00422816,-0.00193289,0.999989,-0.00375073,-0.00272749,0.00377392,0.999956,0.00854633,0.00269532,-0.00855653,0.99996
73,74,0.0037428,-0.000136954,-0.00246751,0.999992,-0.00211543,-0.00346148,0.00211753,0.999998,0.000603456,0.0034602,-0.000610781,0.999994
74,75,0.00230584,0.00503934,0.000768223,0.999996,0.00278414,0.000615464,-0.00278124,0.999985,-0.00466258,-0.000628436,0.00466085,0.999989
75,76,0.000962392,0.00219963,-0.000504761,0.99999,0.00381002,0.00245427,-0.00379865,0.999982,-0.00461849,-0.00247183,0.00460912,0.999986
76,77,0.00576488,0.000325518,-0.00241718,0.999997,0.00131552,-0.00205733,-0.00131882,0.999998,-0.00160455,0.00205522,0.00160726,0.999997
77,78,0.00568079,-0.00195079,-0.00120333,0.999979,-0.00448725,-0.00475659,0.00449306,0.999989,0.00121086,0.0047511,-0.0012322,0.999988
78,79,0.0109754,0.00395017,-0.00444695,0.999955,-0.00359217,-0.00876872,0.00358192,0.999993,-0.00118436,0.00877291,0.0011529,0.999961
79,80,0.00254988,0.00104829,-0.000762522,0.999998,0.000250338,0.00210743,-0.00025389,0.999999,0.00168532,-0.002107,-0.00168585,0.999996
80,81,0.00198065,-0.0013004,0.00252576,0.999993,0.00319428,0.0020247,-0.00319157,0.999994,-0.00134317,-0.00202898,0.00133669,0.999997
81,82,0.0105095,0.00256287,-0.00316336,0.999964,0.00272401,-0.0080366,-0.00275773,0.999987,-0.00418852,0.00802508,0.00421053,0.999959
82,83,-0.00182135,0.0031206,0.00139477,0.999999,-0.000188907,-0.000999387,0.000189061,1,0.00015407,0.000999358,-0.000154259,0.999999
83,84,-0.000402618,-0.000582974,-0.000848189,0.999999,-0.000625804,0.001302,0.00062598,1,-0.000134793,-0.00130192,0.000135608,0.999999
84,85,0.00624142,0.00615018,-0.0011086,0.999993,0.00329119,-0.00173541,-0.00330034,0.999981,-0.00529809,0.00171794,0.00530378,0.999984
85,86,0.00498941,-0.000524655,0.00167392,0.999999,-0.00095061,-0.0014332,0.000955823,0.999993,0.00364126,0.00142973,-0.00364262,0.999992
86,87,0.00292868,-7.30626e-05,0.00207438,0.999997,-0.000783993,-0.00246265,0.000787115,0.999999,0.00126697,0.00246165,-0.00126891,0.999996
87,88,0.0036701,0.00632213,0.000520113,0.999998,0.000127065,-0.00180409,-0.000135095,0.99999,-0.00445186,0.0018035,0.00445209,0.999988
88,89,-0.00391068,0.00505319,0.00214657,0.999959,0.00362056,0.00835493,-0.00357702,0.99998,-0.00522026,-0.00837366,0.00519016,0.999951
89,90,0.0122024,-0.00134991,-0.00237509,0.999981,0.00240623,-0.00572481,-0.0023937,0.999995,0.00219588,0.00573007,-0.00218213,0.999981
90,91,0.0102057,-0.0133102,-0.00740774,0.999954,-0.000327657,-0.00956916,0.000435205,0.999937,0.0112391,0.00956487,-0.0112428,0.999891
91,92,-0.00500013,0.00865417,0.00686409,0.999998,0.000797566,0.00171265,-0.000780278,0.999949,-0.0100714,-0.0017206,0.01007,0.999948
92,93,0.00517663,0.00801128,0.000387294,0.999995,0.00294374,0.00100474,-0.00293617,0.999968,-0.00746241,-0.00102667,0.00745942,0.999972
93,94,0.00731438,-0.00372678,-0.00199982,0.999993,0.00327469,-0.00189812,-0.00326792,0.999988,0.0035619,0.00190976,-0.00355567,0.999992
94,95,0.00617672,-0.0059472,-0.00215943,0.999982,0.000130976,-0.00605986,-0.000126578,1,0.000726158,0.00605995,-0.000725377,0.999981
95,96,0.00221105,0.00727988,0.00318502,1,0.000137091,-0.00014808,-0.000138071,0.999978,-0.00663662,0.000147167,0.00663664,0.999978
96,97,0.00666756,-0.0056072,-0.00308189,0.999988,0.000750771,-0.00484242,-0.000724195,0.999985,0.00548766,0.00484647,-0.00548409,0.999973
97,98,0.00379543,-0.00150219,-0.00286173,0.999986,0.000619346,-0.005333,-0.000627553,0.999999,-0.0015374,0.00533204,0.00154073,0.999985
98,99,0.00491914,0.00728671,-0.00355927,0.999994,0.00139461,-0.0030264,-0.00140943,0.999987,-0.00490208,0.00301952,0.00490632,0.999983
99,100,0.0143742,0.0073697,-0.00892142,0.999952,0.00346396,-0.00915468,-0.0034243,0.999985,0.00434442,0.00916959,-0.00431287,0.999949
100,101,-0.00101635,-0.00166071,0.00308291,0.999998,0.00153379,-0.00154162,-0.00150086,0.999775,0.0211397,0.0015737,-0.0211373,0.999775
101,102,-0.000535409,0.00111653,0.000399205,1,-0.000305836,0.000152751,0.000305243,0.999992,0.00386512,-0.000153932,-0.00386507,0.999993
102,103,0.00567993,0.00296569,0.00132165,0.999987,0.00225344,-0.00458943,-0.0022356,0.99999,0.00388855,0.00459815,-0.00387824,0.999982
103,104,-0.00282091,-0.00618192,0.00264088,0.999994,0.00217882,0.00276142,-0.00219846,0.999972,0.00713016,-0.00274581,-0.00713619,0.999971
104,105,0.00173388,-0.0036404,0.000132595,0.999996,0.00073426,-0.00256885,-0.000733071,1,0.000463682,0.00256919,-0.000461797,0.999997
105,106,0.00833844,0.00152463,-0.000406651,0.999969,0.00325692,-0.00719727,-0.0032756,0.999991,-0.00258541,0.00718878,0.0026089,0.999971
106,107,0.00189297,0.00108641,0.00331508,0.999994,0.00345776,0.00045314,-0.00345861,0.999992,0.00187174,-0.000446664,-0.0018733,0.999998
107,108,-0.00336665,0.00264923,0.0123126,0.999998,-0.00017073,0.00196774,0.000174103,0.999999,-0.00171418,-0.00196745,0.00171452,0.999997
108,109,0.0112836,9.29117e-07,-0.00133251,0.999957,0.00212006,-0.00905045,-0.00214625,0.999994,-0.00288485,0.00904428,0.00290415,0.999955
109,110,0.0049012,0.0045024,-0.0026718,0.999979,0.00642518,-0.000639818,-0.00642713,0.999975,-0.00309139,0.000619939,0.00309544,0.999995
110,111,-0.00423026,0.00671815,0.00651235,0.999936,0.00665249,0.00917771,-0.00661504,0.99997,-0.00410457,-0.00920474,0.0040436,0.999949
111,112,0.00604586,-0.000743157,-0.00234361,1,0.000466987,0.000644157,-0.00046788,0.999999,0.00138723,-0.000643509,-0.00138753,0.999999
112,113,0.00667442,0.00126,0.00121743,0.999964,-0.00601506,-0.00606185,0.00603882,0.999974,0.00390864,0.00603818,-0.0039451,0.999974
113,114,0.0049444,-0.00788766,-0.0056926,0.999982,-0.00241074,-0.00557076,0.00244929,0.999973,0.00692307,0.00555392,-0.00693659,0.999961
114,115,0.00980196,-0.00122196,-0.00203783,0.999986,0.0029807,-0.0044449,-0.00298496,0.999995,-0.000951803,0.00444204,0.000965058,0.99999
115,116,-0.000463296,0.00130469,-0.00124761,0.99995,0.00835924,0.0055441,-0.00834319,0.999961,-0.00291078,-0.00556821,0.00286438,0.99998
116,117,0.00124114,0.00158429,0.00147341,0.999973,0.00561077,-0.00468055,-0.00561268,0.999984,-0.000394941,0.00467826,0.000421201,0.999989
117,118,0.0136108,-0.00777814,-0.00228873,0.999922,0.00112887,-0.0124603,-0.00107955,0.999992,0.003964,0.0124647,-0.00395024,0.999915
118,119,0.00977342,0.00466054,-0.00649924,0.999997,-0.00237582,-0.000293867,0.00237562,0.999997,-0.000675724,0.000295471,0.000675024,1
119,120,-0.00710703,0.0016126,0.00225063,0.999975,-0.0020478,0.00681219,0.00199721,0.99997,0.00742441,-0.0068272,-0.00741062,0.999949
120,121,0.00390078,-0.00991348,-0.00195059,0.999964,-0.00232452,-0.00810799,0.00239805,0.999956,0.00907182,0.00808655,-0.00909094,0.999926
121,122,0.0126173,-0.000411133,-4.61903e-05,0.999947,0.0016285,-0.0101335,-0.00165313,0.999996,-0.0024234,0.0101295,0.00244003,0.999946
122,123,0.00401635,-0.00148233,-0.00252188,0.999986,0.00476057,0.00214052,-0.00475905,0.999988,-0.000712215,-0.00214389,0.000702018,0.999997
123,124,-0.000767624,-0.00853048,-0.00648025,0.999996,0.000538525,0.00291773,-0.000548183,0.999994,0.00331014,-0.00291593,-0.00331173,0.99999
124,125,-0.00102426,0.0118747,0.00475337,0.999994,-0.00205834,-0.0028269,0.00202851,0.999943,-0.0105145,0.00284838,0.0105087,0.999941
125,126,0.00940581,0.00100447,-0.00160516,0.999981,-0.00133113,-0.00609518,0.00135056,0.999994,0.00318537,0.0060909,-0.00319354,0.999976
126,127,0.0063111,-0.00273596,0.0022566,0.999999,0.000821819,-0.00120174,-0.000817403,0.999993,0.00367006,0.00120475,-0.00366908,0.999993
127,128,-0.00314132,-0.00295789,-0.00435216,0.999998,0.000821901,0.00203728,-0.000820562,0.999999,-0.000657843,-0.00203782,0.000656169,0.999998
128,129,0.00616901,-0.00253811,0.000238081,0.999951,-0.000357464,-0.00990164,0.000352604,1,-0.000492561,0.00990181,0.000489046,0.999951
129,130,0.0137191,0.00481257,-0.00195952,0.999963,0.00194439,-0.00843299,-0.0019752,0.999991,-0.00364598,0.00842583,0.0036625,0.999958
130,131,0.00650026,-0.00168067,-0.00273686,0.999987,0.00487065,0.00165682,-0.00487996,0.999972,0.00565825,-0.00162921,-0.00566626,0.999983
131,132,-0.00150495,-0.00792214,-0.00434888,0.999999,0.000911512,0.000676584,-0.000916227,0.999975,0.00700093,-0.000670185,-0.00700155,0.999975
132,133,0.00716109,-0.000530404,0.000458608,0.999937,0.000317705,-0.0112239,-0.000335974,0.999999,-0.00162583,0.0112234,0.0016295,0.999936
133,134,0.0124942,-0.0207163,-0.0325635,0.999928,0.0118957,-0.00138684,-0.0118776,0.999852,0.0124327,0.00153453,-0.0124153,0.999922
134,135,0.00699174,-8.18615e-05,0.0053634,0.99995,0.00995566,0.000771236,-0.00995607,0.99995,0.000526595,-0.000765955,-0.000534247,1
135,136,-0.00426465,0.00638193,0.00240745,0.999972,0.00663243,0.00351754,-0.00661458,0.999965,-0.00506212,-0.00355099,0.00503871,0.999981
136,137,-0.000747048,0.000274308,-0.00554729,0.999995,8.92119e-05,-0.00329973,-8.99421e-05,1,-0.000221143,0.00329971,0.000221438,0.999995
137,138,0.00900969,0.0104228,-0.0013292,0.999943,0.000399491,-0.0106377,-0.000445933,0.99999,-0.00436377,0.0106359,0.00436826,0.999934
138,139,0.00551039,-0.00475891,-0.00394207,0.999968,0.00757669,-0.00262783,-0.00754731,0.999911,0.0110184,0.00271108,-0.0109983,0.999936
139,140,0.00126175,-0.0115337,-0.00275347,0.999985,0.00450857,-0.00300866,-0.00447712,0.999936,0.0103769,0.00305526,-0.0103633,0.999942
140,141,0.00637391,-0.00667664,-0.00395293,0.999927,0.00206409,-0.0119138,-0.00206769,0.999998,-0.000289735,0.0119132,0.000314348,0.999929
141,142,0.00620108,0.00181756,-0.00249731,0.999969,-0.000936649,-0.00783716,0.000900536,0.999989,-0.00461018,0.00784139,0.00460298,0.999959
142,143,-0.00363586,0.00375471,-0.0027806,0.999995,0.00303476,0.000353839,-0.00303409,0.999994,-0.00186616,-0.0003595,0.00186507,0.999998
143,144,-0.001462,-0.00104834,-0.00406173,0.999996,0.00110541,-0.00278317,-0.00109976,0.999997,0.00202899,0.0027854,-0.00202592,0.999994
144,145,-0.00124182,-0.00600063,-0.00369065,0.999981,-0.00524938,-0.00336956,0.00526345,0.999977,0.00417871,0.00334755,-0.00419636,0.999986
145,146,-0.00091733,0.00412519,-0.00459148,0.999987,-0.00204627,-0.00465172,0.00201377,0.999974,-0.00698058,0.00466588,0.00697112,0.999965
146,147,0.00774824,0.00165775,-0.0036985,0.999955,0.00642467,-0.00691166,-0.00645734,0.999968,-0.00471473,0.00688115,0.00475915,0.999965
147,148,0.00115492,0.000617608,-0.00102475,0.999974,0.00597656,0.00400061,-0.00597127,0.999981,-0.00133142,-0.00400849,0.00130749,0.999991
148,149,-0.000879953,0.000216692,-0.00378405,0.999996,-0.00112977,-0.00242784,0.00113017,0.999999,0.000160683,0.00242766,-0.000163426,0.999997
149,150,0.00738873,0.00439349,-0.00124319,0.999896,-0.000515823,-0.0143957,0.000510441,1,-0.00037753,0.0143959,0.000370143,0.999896
150,151,0.0123444,-0.000718462,-0.000678766,0.999967,0.00195024,-0.00794923,-0.00193057,0.999995,0.00248046,0.00795403,-0.00246503,0.999965
151,152,-0.00481218,0.00493906,-0.000671486,0.999954,0.00768065,0.00573016,-0.00766244,0.999966,-0.00319445,-0.0057545,0.00315039,0.999978
152,153,0.00173683,0.000231931,-0.00391374,0.999951,0.00654399,-0.00742289,-0.00653044,0.999977,0.00184943,0.00743482,-0.00180086,0.999971
153,154,0.00678263,-0.00285957,-0.000309074,0.999959,0.00119373,-0.00895875,-0.00115966,0.999992,0.00380747,0.00896322,-0.00379692,0.999953
154,155,0.00524496,0.0044041,-0.000331988,0.999997,0.000449349,-0.00237487,-0.000454433,0.999998,-0.00214066,0.0023739,0.00214174,0.999995
155,156,0.00469946,-0.00539664,-0.0024049,0.999995,0.00115207,-0.00302714,-0.00113572,0.999985,0.00539755,0.00303331,-0.00539409,0.999981
156,157,0.00138779,-0.0013282,0.00063986,0.999991,0.000329192,-0.00432296,-0.000327611,1,0.000366503,0.00432308,-0.000365083,0.999991
157,158,0.00217359,-0.00173561,-0.00180436,0.999982,0.00207977,-0.00568192,-0.0020824,0.999998,-0.000457062,0.00568095,0.000468886,0.999984
158,159,0.00498265,-0.00245197,-0.00225379,0.999967,0.0028245,-0.00760518,-0.00282527,0.999996,-9.07546e-05,0.00760489,0.000112238,0.999971
159,160,0.00489555,0.00258636,0.000522262,0.999961,0.00300438,-0.00827605,-0.003032,0.99999,-0.00332695,0.00826597,0.00335191,0.99996
160,161,0.00119682,0.00731724,0.00182543,0.999992,0.000832241,-0.00385116,-0.000840663,0.999997,-0.00218574,0.00384933,0.00218896,0.99999
161,162,0.00164022,-0.0117107,-0.00348125,0.99999,-0.00054836,-0.00454065,0.000589356,0.999959,0.00903223,0.00453551,-0.00903482,0.999949
162,163,0.0115453,0.00296331,4.45848e-05,0.999865,0.00886058,-0.0138374,-0.00892315,0.99995,-0.00446677,0.0137971,0.00458964,0.999894
163,164,0.0156724,-0.00342854,0.00573086,0.999935,0.0095449,-0.00616768,-0.00952102,0.999947,0.00388979,0.00620448,-0.00383082,0.999973
164,165,-0.00958332,-0.00252036,0.00122147,0.999906,0.0037816,0.0131677,-0.00375539,0.999991,-0.00201402,-0.0131752,0.00196438,0.999911
165,166,8.92127e-05,-0.00415036,8.0791e-05,0.99998,-0.00216325,-0.00594443,0.00215802,0.999997,-0.000885678,0.00594633,0.000872832,0.999982
166,167,0.00985977,-0.00104499,0.00175621,0.99998,8.32204e-05,-0.00638671,-0.000106681,0.999993,-0.00367306,0.00638636,0.00367367,0.999973
167,168,-0.00489967,0.00537128,0.00701408,0.999888,0.00373726,0.0144839,-0.00356898,0.999926,-0.0116266,-0.0145263,0.0115736,0.999828
168,169,-0.00786293,0.00312134,0.00138708,0.999957,0.00301799,0.00874441,-0.0029612,0.999974,-0.00650046,-0.00876381,0.00647429,0.999941
169,170,0.0033549,-0.00417345,0.00301599,0.999975,-0.0023652,-0.00669789,0.00236477,0.999997,-7.1926e-05,0.00669804,5.60851e-05,0.999978
170,171,0.0114123,-0.00469363,0.00179135,0.999974,0.0014017,-0.00709074,-0.00141616,0.999997,-0.00203402,0.00708786,0.00204401,0.999973
171,172,0.00352892,0.00640346,0.00317468,0.999954,0.00721227,0.00626851,-0.00715911,0.999939,-0.00846214,-0.00632915,0.00841688,0.999945
172,173,-0.00845224,-0.000191924,0.000954791,0.999967,0.00334191,0.00743271,-0.00334525,0.999994,0.000436645,-0.00743121,-0.000461495,0.999972
173,174,0.00283066,-0.00788452,0.000359028,0.999961,-0.00412551,-0.00781833,0.00414918,0.999987,0.00301415,0.0078058,-0.00304647,0.999965
174,175,0.0109832,7.98462e-05,0.00161723,0.999985,2.24026e-06,-0.00551345,-2.67706e-05,0.99999,-0.00444911,0.00551339,0.00444919,0.999975
175,176,0.00511774,-0.00503514,-0.00502322,0.999929,0.00542281,0.0105988,-0.00546866,0.999976,0.0043023,-0.0105752,-0.00435996,0.999935
176,177,-0.0144487,-0.00311154,0.00356289,0.999904,-0.00131072,0.0137693,0.00128233,0.999997,0.0020704,-0.013772,-0.00205255,0.999903
177,178,0.000710874,-0.00142394,0.00316081,0.999913,-0.00730201,-0.0109764,0.00726122,0.999967,-0.00375137,0.0110034,0.00367134,0.999933
178,179,0.0168527,0.00809419,0.00241833,0.999927,0.00066401,-0.0120431,-0.000743624,0.999978,-0.00660745,0.0120385,0.00661593,0.999906
179,180,0.00382563,-0.00673617,0.00094244,0.999919,0.00475013,0.0117717,-0.00483322,0.999964,0.00704016,-0.0117378,-0.00709649,0.999906
180,181,-0.0133241,0.000183018,0.00416759,0.99992,-0.000890642,0.0126445,0.000912414,0.999998,-0.00171622,-0.0126429,0.00172762,0.999919
