frame1, frame2, tx, ty, tz, r11, r12, r13, r21, r22, r23, r31, r32, r33
26,27,-0.12165,0.0220922,0.0593319,0.997078,0.03122,0.0697187,-0.0306906,0.999491,-0.00865188,-0.0699534,0.00648689,0.997529
27,28,-0.0103534,-0.000814985,0.0022501,0.999996,0.00267911,0.000500925,-0.00267713,0.999989,-0.0039077,-0.000511389,0.00390634,0.999992
28,29,-0.0114053,0.0615181,0.00463567,0.999791,0.0200331,0.00395591,-0.0199457,0.99958,-0.0210055,-0.00437506,0.0209222,0.999772
29,30,-0.0880369,-0.0303337,0.0445056,0.998551,0.0192288,0.0502583,-0.0202106,0.999613,0.0191,-0.0498716,-0.0200881,0.998554
30,31,0.0162048,-0.0707527,-0.0339943,0.999794,-0.011667,-0.0165819,0.0120542,0.999652,0.0234484,0.0163026,-0.0236435,0.999588
31,32,0,0,0,1,0,0,0,1,0,0,0,1
32,33,0.0304124,-0.0343285,-0.0521064,0.99966,-0.0113023,-0.0234898,0.0117616,0.99974,0.0195103,0.0232632,-0.01978,0.999534
33,34,0,0,0,1,0,0,0,1,0,0,0,1
34,35,0.0192099,-0.0257441,-0.0147224,0.999912,-0.00859775,-0.0101029,0.00862844,0.999958,0.00299748,0.0100767,-0.00308439,0.999944
35,36,-0.0976408,-0.052066,-0.0886564,0.999493,-0.00229243,0.0317559,0.00134184,0.999551,0.0299231,-0.0318103,-0.0298653,0.999048
36,37,-0.0467793,0.039648,0.033143,0.999565,0.0190319,0.0225152,-0.0187532,0.999746,-0.0125255,-0.0227479,0.0120979,0.999668
37,38,0,0,0,1,0,0,0,1,0,0,0,1
38,39,0,0,0,1,0,0,0,1,0,0,0,1
39,40,0.0457114,0.0408962,0.00798313,0.999715,-0.00396044,-0.0235498,0.00351291,0.999813,-0.0190147,0.0236207,0.0189266,0.999542
40,41,0,0,0,1,0,0,0,1,0,0,0,1
41,42,0.0428481,0.00950308,-0.0533023,0.999624,-0.0099282,-0.0255485,0.00986821,0.999948,-0.0024733,0.0255717,0.00222026,0.999671
42,43,0,0,0,1,0,0,0,1,0,0,0,1
43,44,-0.031707,-0.0250137,-0.0073618,0.999954,0.00117381,0.00956444,-0.00122307,0.999986,0.00514657,-0.00955826,-0.00515803,0.999941
44,45,-0.0191894,0.0369,0.0020296,0.999937,0.0110564,-0.00178249,-0.0110793,0.999848,-0.0134434,0.00163359,0.0134623,0.999908
45,46,0,0,0,1,0,0,0,1,0,0,0,1
46,47,0,0,0,1,0,0,0,1,0,0,0,1
47,48,-0.0226236,-0.00060869,-0.0095874,0.999974,-0.00331948,0.00644214,0.00336061,0.999974,-0.00638472,-0.00642078,0.0064062,0.999959
48,49,-0.022296,0.0555197,0.0135151,0.999915,0.0127014,0.00306645,-0.012634,0.999698,-0.0210827,-0.00333331,0.0210422,0.999773
49,50,0.0855261,-0.0236995,-0.0112066,0.99852,-0.0233094,-0.0491341,0.0240635,0.999601,0.0148128,0.0487692,-0.0159732,0.998682
50,51,-0.0987263,-0.0864841,-0.0247471,0.998919,0.00895654,0.0456128,-0.0106862,0.999227,0.0378194,-0.0452388,-0.038266,0.998243
51,52,-0.0848423,0.00195024,0.00245616,0.999235,0.0142106,0.0364272,-0.0141128,0.999896,-0.00294042,-0.0364652,0.00242408,0.999332
52,53,-0.0337349,0.000305561,-0.000358804,0.999952,-0.0019043,0.00959415,0.00187654,0.999994,0.00290182,-0.00959962,-0.00288367,0.99995
53,54,-0.0308491,-0.0172162,0.000777549,0.999982,-0.0010809,0.00592196,0.00105648,0.999991,0.00412421,-0.00592637,-0.00411788,0.999974
54,55,-0.00712658,0.00799318,0.0110765,0.999955,0.00464681,-0.00827759,-0.00472936,0.999939,-0.00998064,0.00823071,0.0100193,0.999916
55,56,0.0330713,-0.0154067,-0.0295709,0.99965,-0.00795926,-0.0252113,0.00793897,0.999968,-0.000904809,0.0252177,0.00070434,0.999682
56,57,0,0,0,1,0,0,0,1,0,0,0,1
57,58,-0.00636131,-0.0244037,0.0302343,0.999953,-0.00380054,-0.00893919,0.00393111,0.999885,0.0146351,0.00888254,-0.0146696,0.999853
58,59,-0.0165661,0.00508182,0.00188483,0.999967,0.00765515,-0.00272564,-0.00767357,0.999947,-0.00681097,0.00267335,0.00683166,0.999973
59,60,0.00290706,0.0595674,0.0342773,0.999778,0.0207133,-0.00383626,-0.0208149,0.999373,-0.0286509,0.00324039,0.0287244,0.999582
60,61,0,0,0,1,0,0,0,1,0,0,0,1
61,62,0.0630925,0.0182198,0.00906267,0.999235,-0.0163208,-0.0355532,0.0159553,0.999817,-0.010539,0.0357187,0.00996365,0.999312
62,63,0.000961368,-0.0547312,-0.0244553,0.99995,-0.0065896,-0.00745528,0.00677253,0.99967,0.0247835,0.0072895,-0.0248328,0.999665
63,64,0,0,0,1,0,0,0,1,0,0,0,1
64,65,-0.0535343,0.055155,-0.0430937,0.999697,0.00744782,0.0234539,-0.00662136,0.999361,-0.0351203,-0.0237005,0.0349544,0.999108
65,66,0,0,0,1,0,0,0,1,0,0,0,1
66,67,-0.00565605,-0.000192156,0.000533981,1,4.04343e-05,0.000102655,-4.0184e-05,0.999997,-0.00243744,-0.000102753,0.00243744,0.999997
67,68,0.0967244,-0.011267,-0.0108198,0.998303,-0.0266458,-0.0517813,0.0267215,0.999643,0.00077037,0.0517422,-0.00215274,0.998658
68,69,0.0769111,-0.0301125,-0.043668,0.998767,-0.0247267,-0.0430463,0.025423,0.999553,0.0157039,0.0426388,-0.0167789,0.99895
69,70,0.0918362,0.0154233,0.0539874,0.998593,-0.0219347,-0.0482884,0.021155,0.999638,-0.0165978,0.048635,0.0155529,0.998696
70,71,0.00141967,-0.0329017,-0.0238688,0.999956,-0.00251675,-0.00906212,0.00263871,0.999906,0.0134715,0.00902737,-0.0134948,0.999868
71,72,0,0,0,1,0,0,0,1,0,0,0,1
72,73,0,0,0,1,0,0,0,1,0,0,0,1
73,74,0.0660404,-0.033702,-0.0228565,0.999323,-0.0165735,-0.0328408,0.0169773,0.999783,0.0120553,0.0326339,-0.0126047,0.999388
74,75,0.011515,0.00792734,-0.0319712,0.999966,-0.0037623,-0.00734942,0.00372732,0.999982,-0.00476769,0.00736722,0.00474013,0.999962
75,76,-0.0383036,0.031354,-0.00574972,0.999739,0.0141331,0.0179648,-0.0138772,0.999802,-0.014293,-0.0181632,0.01404,0.999736
76,77,0,0,0,1,0,0,0,1,0,0,0,1
77,78,0.00928786,-0.00774037,-0.00944852,0.99991,0.0114133,0.00710835,-0.0114477,0.999923,0.00481367,-0.00705286,-0.00489461,0.999963
78,79,0.00505117,-0.0581544,-0.0238909,0.999901,-0.0129898,0.00538716,0.0128227,0.999468,0.0299793,-0.00577372,-0.0299072,0.999536
79,80,-0.00830505,-0.027417,-0.00484206,0.999776,-0.0211581,0.000225342,0.0211551,0.999735,0.00910888,-0.000418009,-0.00910207,0.999958
80,81,0.0698885,-0.0422651,-0.0172782,0.998769,-0.0168699,-0.0466571,0.0175221,0.999754,0.0136048,0.0464161,-0.0144056,0.998818
81,82,0.0501858,0.0218211,0.0048418,0.999727,-0.0048576,-0.0228331,0.00457635,0.999913,-0.0123537,0.0228911,0.0122459,0.999663
82,83,0,0,0,1,0,0,0,1,0,0,0,1
83,84,-0.0609569,-0.0219626,-0.00882614,0.999659,0.00221414,0.026037,-0.00242244,0.999965,0.0079714,-0.0260184,-0.00803175,0.999629
84,85,-0.0118893,0.00752468,0.00358156,0.999998,0.000532865,-0.00187267,-0.000536669,0.999998,-0.00203143,0.00187159,0.00203243,0.999996
85,86,0.0505925,-0.0123131,-0.00591285,0.999559,-0.0092909,-0.0281914,0.00941865,0.999946,0.00440214,0.028149,-0.00466572,0.999593
86,87,0.0372918,0.0863505,0.0068615,0.99986,-0.00687453,-0.0152871,0.00625218,0.999164,-0.0403923,0.015552,0.040291,0.999067
87,88,0.0426746,0.045366,0.0261659,0.999686,-0.0178516,-0.0176032,0.0175347,0.999684,-0.0179922,0.0179188,0.0176778,0.999683
88,89,0.0192503,-0.00518772,0.00542463,0.999821,-0.0128201,-0.013914,0.0128729,0.99991,0.00370801,0.0138652,-0.00388646,0.999896
89,90,0,0,0,1,0,0,0,1,0,0,0,1
90,91,0,0,0,1,0,0,0,1,0,0,0,1
91,92,0,0,0,1,0,0,0,1,0,0,0,1
92,93,0.00586769,-0.052728,0.0017337,0.999984,-0.00509164,-0.00226217,0.00515215,0.999606,0.0275995,0.00212076,-0.0276107,0.999617
93,94,0.00588043,-0.00554058,-0.00099084,0.999989,-0.00478089,-0.000365086,0.00478208,0.999983,0.00333905,0.000349116,-0.00334076,0.999994
94,95,0,0,0,1,0,0,0,1,0,0,0,1
95,96,-0.00718471,-0.0290632,0.000801049,0.999756,-0.022081,0.00086269,0.0220715,0.999709,0.00975182,-0.00107777,-0.0097304,0.999952
96,97,-0.0244704,0.00296661,-0.0257634,0.999002,-0.0445493,0.00320391,0.0445937,0.998886,-0.0154478,-0.00251216,0.0155752,0.999876
97,98,-0.107943,-0.0283163,-0.0107222,0.99899,-0.015116,0.0423147,0.0143066,0.99971,0.0193681,-0.0425952,-0.0187432,0.998917
98,99,0.0274241,0.0963314,0.0242629,0.999105,-0.0418852,-0.00583596,0.0415925,0.998186,-0.0435228,0.00764834,0.0432411,0.999035
99,100,0.00260226,-0.0560525,0.00770784,0.999975,0.00203704,-0.00674106,-0.00186907,0.99969,0.0248302,0.00678955,-0.024817,0.999669
100,101,-0.0320273,0.00529936,-0.00687072,0.999966,0.000890074,0.00825189,-0.000801593,0.999942,-0.0107196,-0.00826095,0.0107126,0.999908
101,102,-0.0374297,0.11644,0.0483763,0.999835,0.017718,0.00391119,-0.0174459,0.997977,-0.0611424,-0.0049866,0.0610641,0.998121
102,103,-0.0108793,0.0894035,0.011977,0.999893,-0.00483634,0.0137918,0.00541861,0.999082,-0.0424992,-0.0135736,0.0425694,0.999001
103,104,-0.0295259,-0.0409046,-0.00864735,0.999782,-0.0120498,0.0170806,0.0117824,0.999808,0.0156717,-0.0172661,-0.015467,0.999731
104,105,-0.0344069,0.0133964,-0.0147193,0.999585,-0.0278904,0.00716255,0.0279587,0.999563,-0.00962544,-0.00689096,0.00982171,0.999928
105,106,-0.148231,0.00635497,0.0220425,0.997721,-0.0126436,0.0662802,0.0123715,0.999913,0.00451426,-0.0663315,-0.00368399,0.997791
106,107,0.0578452,0.0329185,0.0374922,0.999099,-0.0168368,-0.0389479,0.0165153,0.999827,-0.00856118,0.0390853,0.00791023,0.999205
107,108,0,0,0,1,0,0,0,1,0,0,0,1
108,109,0,0,0,1,0,0,0,1,0,0,0,1
109,110,0.000197755,0.0231662,0.0248524,0.999955,-0.00225298,-0.0092648,0.0022094,0.999986,-0.00471149,0.00927529,0.0046908,0.999946
110,111,-0.0168046,0.000662501,-0.0146483,0.999974,-0.0051535,0.00510053,0.00519797,0.999948,-0.00874324,-0.00505521,0.00876952,0.999949
111,112,-0.0579641,-0.0277314,-0.0299229,0.999649,0.0192085,0.018232,-0.019358,0.99978,0.00806362,-0.0180731,-0.00841373,0.999801
112,113,0.0249267,0.0304864,0.0326468,0.999682,0.00454658,-0.0248065,-0.0047943,0.999939,-0.00993571,0.0247599,0.0100515,0.999643
113,114,0.0324058,-0.0418699,-0.00291359,0.999944,0.00594659,-0.00874591,-0.00579402,0.999832,0.0173677,0.00884772,-0.017316,0.999811
114,115,0,0,0,1,0,0,0,1,0,0,0,1
115,116,-0.021195,0.00987471,-0.0152769,0.999911,-0.0122815,0.00525518,0.0123067,0.999913,-0.00478835,-0.00519592,0.00485259,0.999975
116,117,-0.00172602,0.0131364,0.0242668,0.99972,-0.0216571,-0.00954359,0.0216704,0.999764,0.00129275,0.00951334,-0.0014992,0.999954
117,118,0.0415754,-0.00367634,0.0108168,0.999713,0.00479399,-0.023464,-0.00474425,0.999986,0.00217506,0.0234741,-0.00206312,0.999722
118,119,0,0,0,1,0,0,0,1,0,0,0,1
119,120,-0.0316138,0.0164036,-0.0188456,0.999935,-0.00099497,0.0113397,0.00112831,0.99993,-0.0117585,-0.0113273,0.0117705,0.999867
120,121,0.087376,-0.0817962,0.0185686,0.998341,-0.00956705,-0.0567716,0.0123205,0.998754,0.0483498,0.0562384,-0.0489691,0.997216
121,122,0.0137268,-0.0124465,0.00859809,0.999943,0.00615712,-0.00872035,-0.00608684,0.999949,0.00806355,0.00876955,-0.00801001,0.999929
122,123,0,0,0,1,0,0,0,1,0,0,0,1
123,124,-0.0174427,-0.01763,-0.0273859,0.999984,0.00341205,0.00446427,-0.00342289,0.999991,0.00242439,-0.00445595,-0.00243963,0.999987
124,125,0.0313862,0.0374743,0.0166758,0.999645,-0.0156041,-0.0216084,0.0153323,0.999802,-0.0126842,0.0218021,0.0123484,0.999686
125,126,-0.0339873,-0.00297372,-0.0265968,0.999805,-0.00547951,0.0189846,0.00564645,0.999946,-0.00875127,-0.0189356,0.00885676,0.999781
126,127,-0.0227055,0.0480037,0.0141458,0.999999,0.00164938,3.40533e-05,-0.00164826,0.999766,-0.0215489,-6.95876e-05,0.0215488,0.999768
127,128,-0.0381464,-0.00336902,0.0369421,0.999916,0.00348987,0.0124481,-0.00353869,0.999986,0.00390189,-0.0124344,-0.00394561,0.999915
128,129,0.0016197,0.0140278,-0.0144435,0.999998,-0.00138216,0.00121741,0.00139677,0.999926,-0.0120825,-0.00120062,0.0120842,0.999926
129,130,0,0,0,1,0,0,0,1,0,0,0,1
130,131,-0.0185004,-0.0124916,0.0108806,0.999987,0.00177581,0.00475193,-0.00181329,0.999967,0.0078941,-0.00473775,-0.00790261,0.999958
131,132,-0.0132444,0.00793872,-0.0300396,0.999984,-0.00204359,0.00523006,0.00208703,0.999963,-0.00831375,-0.00521288,0.00832454,0.999952
132,133,-0.0170289,-0.00327889,0.00207404,0.999973,0.00698679,0.00244495,-0.00699878,0.999963,0.00492786,-0.00241043,-0.00494483,0.999985
133,134,-0.0299486,0.0872863,0.00571694,0.999937,-0.00286545,0.0108949,0.00329827,0.999198,-0.0399183,-0.0107718,0.0399517,0.999144
134,135,-0.0160511,5.68696e-05,-6.12095e-05,0.999986,-0.00496055,0.00168406,0.00496215,0.999987,-0.000952516,-0.00167931,0.00096086,0.999998
135,136,0.0876663,-0.00740518,-0.00704175,0.99848,-0.0227476,-0.0502077,0.0231683,0.999701,0.00781419,0.0500149,-0.00896554,0.998708
136,137,-0.00268517,-0.0232024,-0.0022385,0.999964,0.00817549,-0.0022937,-0.00815558,0.99993,0.00855764,0.0023635,-0.00853863,0.999961
137,138,-0.0036555,0.00519391,-0.00297886,0.999999,0.000134577,0.00107902,-0.00012712,0.999976,-0.00690839,-0.00107992,0.00690824,0.999976
138,139,0,0,0,1,0,0,0,1,0,0,0,1
139,140,0.0633625,-0.032238,0.0192615,0.999046,-0.0175934,-0.0399669,0.0186689,0.999469,0.0266986,0.0394759,-0.0274193,0.998844
140,141,0.054082,0.0119413,-0.0159624,0.999606,-0.0096713,-0.0263517,0.00927651,0.999844,-0.015063,0.0264932,0.0148127,0.999539
141,142,-0.00488372,-0.00563829,-0.00936364,0.999994,-0.00265459,0.00226368,0.00265218,0.999996,0.0010634,-0.00226649,-0.00105739,0.999997
142,143,-0.0186234,0.0137617,-0.00301036,0.999987,-0.00447943,0.00227613,0.0044874,0.999984,-0.00350806,-0.00226038,0.00351823,0.999991
143,144,-0.000679816,0.00946686,-0.0051497,0.999973,-0.00392195,-0.00617828,0.00394094,0.999988,0.00306465,0.00616619,-0.00308892,0.999976
144,145,0.000922842,-0.0177911,-0.00147149,0.999993,0.00163327,-0.00330725,-0.0015857,0.999896,0.0143342,0.00333032,-0.0143288,0.999892
145,146,-0.0475805,0.00619177,-0.030915,0.999521,0.0131409,0.0280164,-0.0127776,0.999832,-0.0131058,-0.0281839,0.0127416,0.999522
146,147,0.0198667,0.0136444,-0.0080696,0.999977,-0.00346981,-0.0057917,0.00342326,0.999962,-0.00802854,0.00581934,0.00800853,0.999951
147,148,-0.00795476,0.00786167,-0.00199793,0.999939,-0.0096578,0.00537107,0.00962209,0.999932,0.00663542,-0.00543478,-0.00658333,0.999964
148,149,-0.0191024,-0.0273561,0.0085671,0.999989,-0.00135077,0.00447328,0.00129763,0.999929,0.011861,-0.00448899,-0.0118551,0.99992
149,150,0,0,0,1,0,0,0,1,0,0,0,1
150,151,0.0256199,0.0198623,-0.00690283,0.999974,-0.00112409,-0.00707942,0.00109966,0.999993,-0.00345394,0.00708325,0.00344607,0.999969
151,152,-0.0360819,-0.00452024,0.00580118,0.99981,-0.00196898,0.0194169,0.00183914,0.999976,0.00670259,-0.0194296,-0.0066656,0.999789
152,153,-0.0220865,-0.0255381,-0.00374363,0.999991,0.000785711,0.00427345,-0.000844805,0.999904,0.0138438,-0.00426216,-0.0138473,0.999895
153,154,0.0272938,-0.0216108,-0.00833183,0.999837,-0.000201377,-0.0180289,0.000403793,0.999937,0.0112244,0.0180255,-0.0112298,0.999774
154,155,0.0387244,0.000783954,-0.00788189,0.999905,-0.000767829,-0.0137612,0.000787099,0.999999,0.00139499,0.0137601,-0.00140569,0.999904
155,156,-0.0360266,0.00568618,0.0043558,0.999795,0.00307301,0.0200202,-0.0030104,0.99999,-0.0031568,-0.0200297,0.00309588,0.999795
156,157,-0.0152207,5.88728e-05,-0.00158805,0.999984,-0.000872002,0.00560566,0.000893945,0.999992,-0.00391316,-0.0056022,0.00391811,0.999977
157,158,0.00363925,0.0138852,-0.00552697,0.999979,-0.00451623,-0.00466013,0.00449213,0.999977,-0.00516893,0.00468336,0.00514789,0.999976
158,159,-0.020573,0.00630094,0.00578613,0.999988,0.000288211,0.00497861,-0.000298043,0.999998,0.00197434,-0.00497803,-0.00197579,0.999986
159,160,0.0081621,-0.00514667,-0.00120804,0.999984,-0.00051228,-0.00563412,0.000501086,0.999998,-0.00198799,0.00563513,0.00198513,0.999982
160,161,-0.0109503,0.00870691,-0.00395157,0.999994,-0.000445247,0.00329964,0.000451272,0.999998,-0.00182544,-0.00329883,0.00182692,0.999993
161,162,-0.0173541,0.0051258,-0.00120849,0.999991,0.00281664,0.00316469,-0.00280382,0.999988,-0.0040482,-0.00317605,0.00403929,0.999987
162,163,0.010465,0.00254776,-0.00704192,0.999969,0.00274842,-0.00732775,-0.00275696,0.999996,-0.00115634,0.00732454,0.00117651,0.999972
163,164,-0.00539326,-0.00353389,-0.0035865,0.999998,0.000287328,0.00196984,-0.000281133,0.999995,-0.00314472,-0.00197073,0.00314416,0.999993
164,165,-0.0109734,0.017932,0.00246302,0.999996,-0.000317436,0.0027042,0.000348902,0.999932,-0.0116432,-0.00270033,0.0116441,0.999929
165,166,0.00251488,5.71525e-05,-0.00121482,0.999977,-0.00215058,-0.0064231,0.00215123,0.999998,9.41369e-05,0.00642288,-0.000107952,0.999979
166,167,0.00611941,0.00831491,-0.0246683,0.999994,0.00195849,-0.00269903,-0.00196969,0.999989,-0.00415602,0.00269087,0.00416131,0.999988
167,168,0.0118319,-0.0120106,-0.0069579,0.999922,0.00494445,-0.0114574,-0.00486683,0.999965,0.00679332,0.0114906,-0.00673703,0.999911
168,169,-0.0104594,0.00202538,-0.0245699,0.999999,0.00045931,0.00148253,-0.000455672,0.999997,-0.00245306,-0.00148365,0.00245238,0.999996
169,170,0.0136331,0.00636193,-0.00775739,0.999981,-0.00387327,-0.00474776,0.00385241,0.999983,-0.00439456,0.0047647,0.00437618,0.999979
170,171,-0.0111391,-0.000773758,0.000118867,0.999975,-0.00477122,0.00523203,0.00473018,0.999958,0.00782753,-0.00526916,-0.00780258,0.999956
171,172,-0.0289898,0.00255213,0.00159592,0.999883,0.0103431,0.0112387,-0.0102938,0.999937,-0.00443487,-0.0112839,0.00431866,0.999927
172,173,0.0447057,0.00335246,-0.0105155,0.999854,-0.000360705,-0.0170723,0.000246097,0.999977,-0.00671467,0.0170744,0.00670949,0.999832
173,174,-0.0239004,0.00473201,0.00135293,0.999888,-0.00221794,0.0148196,0.00217784,0.999994,0.00272125,-0.0148255,-0.00268867,0.999886
174,175,0.0185144,-0.0423595,-0.0116424,0.999866,-0.0109721,-0.0121807,0.0112048,0.999753,0.0192,0.011967,-0.0193339,0.999741
175,176,0.0309615,0.0168206,-0.00320659,0.99977,-0.000826636,-0.0214501,0.000599033,0.999943,-0.0106151,0.0214576,0.0105998,0.999714
176,177,-0.014411,0.0254742,0.00459535,0.999954,-0.000635952,0.0095241,0.000721955,0.999959,-0.00902927,-0.00951797,0.00903574,0.999914
177,178,-0.0338833,0.00796757,0.00565872,0.999709,-0.00344342,0.0238714,0.00337496,0.99999,0.00290737,-0.0238811,-0.00282596,0.999711
178,179,-0.0410857,-0.0108472,0.00363506,0.999818,-0.00154331,0.019039,0.00135616,0.999951,0.00983886,-0.0190532,-0.00981125,0.99977
179,180,0.00940069,-0.0863882,-0.0172006,0.999925,0.0101156,-0.00696765,-0.0098889,0.999444,0.031833,0.00728579,-0.0317617,0.999469
180,181,-0.00237498,-0.00248581,0.00213578,0.999973,-0.00236279,-0.00690558,0.00232964,0.999986,-0.00480424,0.00691683,0.00478802,0.999965
181,182,0.0365784,-0.000611805,-0.00717476,0.999792,0.000236403,-0.0203776,-0.000198976,0.999998,0.00183869,0.020378,-0.00183425,0.999791
182,183,-0.00598988,0.0134739,-7.33413e-05,0.999909,0.0107794,0.00815708,-0.01073,0.999924,-0.00607669,-0.00822197,0.00598861,0.999948
183,184,-0.0271893,0.014111,0.0028723,0.999778,0.00150938,0.0210079,-0.00139198,0.999983,-0.00560186,-0.021016,0.00557137,0.999764
184,185,-0.0675081,-0.0150532,0.00676817,0.999671,-0.000796537,0.0256307,0.00067493,0.999988,0.00475289,-0.0256342,-0.00473403,0.99966
185,186,0.0241158,-0.0156281,-0.00951601,0.999847,-0.00634692,-0.0162699,0.00641222,0.999972,0.00396489,0.0162443,-0.00406862,0.99986
186,187,0.0683684,0.00842627,-0.0110694,0.999587,0.00059394,-0.0287152,-0.000602388,1,-0.000285562,0.028715,0.000302741,0.999588
187,188,-0.0498572,-0.0212265,0.006899,0.999556,-0.00216613,0.0297157,0.00196677,0.999975,0.00673624,-0.0297296,-0.00667481,0.999536
188,189,-0.0182498,-0.00191293,-0.00848591,0.999993,-0.00178455,0.00335577,0.00180628,0.999977,-0.00648479,-0.00334412,0.0064908,0.999973
189,190,-0.0480257,0.0747673,-0.0248978,0.999863,-0.00532077,0.0156555,0.00589997,0.999291,-0.0371858,-0.0154465,0.0372731,0.999186
190,191,0.0294442,-0.00848139,-0.000986136,0.999907,-0.000957502,-0.0136307,0.00109296,0.99995,0.00993358,0.0136205,-0.00994755,0.999858
191,192,-0.0192821,-0.00736896,0.000908301,0.999943,-0.00435451,0.00975148,0.004374,0.999988,-0.00197916,-0.00974275,0.0020217,0.99995
192,193,-0.0164428,0.0082054,0.00386032,0.999997,-0.000543458,0.00242114,0.000557116,0.999984,-0.0056438,-0.00241803,0.00564513,0.999981
193,194,0.011895,-0.00359076,0.000677666,0.999963,0.00166616,-0.00842686,-0.00161556,0.999981,0.00600747,0.0084367,-0.00599363,0.999946
194,195,0.00266318,-0.00642944,-0.000831434,1,0.00020195,-0.000402045,-0.000201511,0.999999,0.00109335,0.000402265,-0.00109327,0.999999
195,196,-0.0463664,0.0114419,0.00699706,0.999795,0.002964,0.0200352,-0.00286749,0.999984,-0.00484406,-0.0200493,0.00478562,0.999788
196,197,-0.0691847,0.0216174,0.00586687,0.999796,0.00521684,0.0195133,-0.0050651,0.999957,-0.00781754,-0.0195533,0.00771711,0.999779
197,198,0.0558691,0.00161536,-0.000747956,0.999381,-0.00368954,-0.0349742,0.00360451,0.99999,-0.00249394,0.0349831,0.00236633,0.999385
